timeseq,forvar,forvarN,ind_fe,ind_fr,yyyy,qq,tm
72,"c","c, consumption",,,1977,4,1977.75
72,"cpi","cpi, cpi inflation",,,1977,4,1977.75
72,"gf","gf, federal government spending",,,1977,4,1977.75
72,"gs","gs, state government spending",,,1977,4,1977.75
72,"gy","gy (growth rate of output)",.055042,.138258,1977,4,1977.75
72,"hs","hs (housing starts)",.069077,.0076283,1977,4,1977.75
72,"ip","ip (industrial production)",1.21156,-.5461074,1977,4,1977.75
72,"nri","nri, non-residential investment",,,1977,4,1977.75
72,"pi","pi (inflation)",1.80527,-.522016,1977,4,1977.75
72,"ri","ri, residential investment",,,1977,4,1977.75
72,"ue","ue (unemployment rate)",-.656748,.1419414,1977,4,1977.75
73,"3tb","3tb, 3 month t-bills interest rate",,,1978,1,1978
73,"aaa","aaa, interest rate",,,1978,1,1978
73,"c","c, consumption",,,1978,1,1978
73,"cpi","cpi, cpi inflation",,,1978,1,1978
73,"gf","gf, federal government spending",,,1978,1,1978
73,"gs","gs, state government spending",,,1978,1,1978
73,"gy","gy (growth rate of output)",-.056324,-.270238,1978,1,1978
73,"hs","hs (housing starts)",.003101,.0427666,1978,1,1978
73,"ip","ip (industrial production)",1.33881,.5017717,1978,1,1978
73,"nri","nri, non-residential investment",,,1978,1,1978
73,"pi","pi (inflation)",2.46674,.3549583,1978,1,1978
73,"ri","ri, residential investment",,,1978,1,1978
73,"ue","ue (unemployment rate)",-.345833,-.4165397,1978,1,1978
74,"3tb","3tb, 3 month t-bills interest rate",,,1978,2,1978.25
74,"aaa","aaa, interest rate",,,1978,2,1978.25
74,"c","c, consumption",,,1978,2,1978.25
74,"cpi","cpi, cpi inflation",,,1978,2,1978.25
74,"gf","gf, federal government spending",,,1978,2,1978.25
74,"gs","gs, state government spending",,,1978,2,1978.25
74,"gy","gy (growth rate of output)",-.329165,.2824177,1978,2,1978.25
74,"hs","hs (housing starts)",.05418,-.0222795,1978,2,1978.25
74,"ip","ip (industrial production)",.989058,.990115,1978,2,1978.25
74,"nri","nri, non-residential investment",,,1978,2,1978.25
74,"pi","pi (inflation)",2.31832,.659054,1978,2,1978.25
74,"ri","ri, residential investment",,,1978,2,1978.25
74,"ue","ue (unemployment rate)",-.175429,-.2809523,1978,2,1978.25
75,"3tb","3tb, 3 month t-bills interest rate",,,1978,3,1978.5
75,"aaa","aaa, interest rate",,,1978,3,1978.5
75,"c","c, consumption",,,1978,3,1978.5
75,"cpi","cpi, cpi inflation",,,1978,3,1978.5
75,"gf","gf, federal government spending",,,1978,3,1978.5
75,"gs","gs, state government spending",,,1978,3,1978.5
75,"gy","gy (growth rate of output)",.498761,-1.224688,1978,3,1978.5
75,"hs","hs (housing starts)",.042559,.0109461,1978,3,1978.5
75,"ip","ip (industrial production)",-.821868,-.400968,1978,3,1978.5
75,"nri","nri, non-residential investment",,,1978,3,1978.5
75,"pi","pi (inflation)",.61885,1.516336,1978,3,1978.5
75,"ri","ri, residential investment",,,1978,3,1978.5
75,"ue","ue (unemployment rate)",-.282051,.0370052,1978,3,1978.5
76,"3tb","3tb, 3 month t-bills interest rate",,,1978,4,1978.75
76,"aaa","aaa, interest rate",,,1978,4,1978.75
76,"c","c, consumption",,,1978,4,1978.75
76,"cpi","cpi, cpi inflation",,,1978,4,1978.75
76,"gf","gf, federal government spending",,,1978,4,1978.75
76,"gs","gs, state government spending",,,1978,4,1978.75
76,"gy","gy (growth rate of output)",.262734,.4425336,1978,4,1978.75
76,"hs","hs (housing starts)",.006762,.0232977,1978,4,1978.75
76,"ip","ip (industrial production)",.842526,-1.386098,1978,4,1978.75
76,"nri","nri, non-residential investment",,,1978,4,1978.75
76,"pi","pi (inflation)",1.42259,-.44592,1978,4,1978.75
76,"ri","ri, residential investment",,,1978,4,1978.75
76,"ue","ue (unemployment rate)",-.444,.0387822,1978,4,1978.75
77,"3tb","3tb, 3 month t-bills interest rate",,,1979,1,1979
77,"aaa","aaa, interest rate",,,1979,1,1979
77,"c","c, consumption",,,1979,1,1979
77,"cpi","cpi, cpi inflation",,,1979,1,1979
77,"gf","gf, federal government spending",,,1979,1,1979
77,"gs","gs, state government spending",,,1979,1,1979
77,"gy","gy (growth rate of output)",.510103,-.4909486,1979,1,1979
77,"hs","hs (housing starts)",-.079639,.0177758,1979,1,1979
77,"ip","ip (industrial production)",.859611,-.7384237,1979,1,1979
77,"nri","nri, non-residential investment",,,1979,1,1979
77,"pi","pi (inflation)",1.27092,.5320452,1979,1,1979
77,"ri","ri, residential investment",,,1979,1,1979
77,"ue","ue (unemployment rate)",-.39697,-.1487122,1979,1,1979
78,"3tb","3tb, 3 month t-bills interest rate",,,1979,2,1979.25
78,"aaa","aaa, interest rate",,,1979,2,1979.25
78,"c","c, consumption",,,1979,2,1979.25
78,"cpi","cpi, cpi inflation",,,1979,2,1979.25
78,"gf","gf, federal government spending",,,1979,2,1979.25
78,"gs","gs, state government spending",,,1979,2,1979.25
78,"gy","gy (growth rate of output)",-1.39926,-.1699799,1979,2,1979.25
78,"hs","hs (housing starts)",-.110497,-.0476722,1979,2,1979.25
78,"ip","ip (industrial production)",-2.25962,-.2988025,1979,2,1979.25
78,"nri","nri, non-residential investment",,,1979,2,1979.25
78,"pi","pi (inflation)",1.0269,.5110202,1979,2,1979.25
78,"ri","ri, residential investment",,,1979,2,1979.25
78,"ue","ue (unemployment rate)",-.154777,-.1474375,1979,2,1979.25
79,"3tb","3tb, 3 month t-bills interest rate",,,1979,3,1979.5
79,"aaa","aaa, interest rate",,,1979,3,1979.5
79,"c","c, consumption",,,1979,3,1979.5
79,"cpi","cpi, cpi inflation",,,1979,3,1979.5
79,"gf","gf, federal government spending",,,1979,3,1979.5
79,"gs","gs, state government spending",,,1979,3,1979.5
79,"gy","gy (growth rate of output)",.228708,-1.346503,1979,3,1979.5
79,"hs","hs (housing starts)",-.164631,-.0043739,1979,3,1979.5
79,"ip","ip (industrial production)",-3.24788,-1.164389,1979,3,1979.5
79,"nri","nri, non-residential investment",,,1979,3,1979.5
79,"pi","pi (inflation)",.378379,1.044899,1979,3,1979.5
79,"ri","ri, residential investment",,,1979,3,1979.5
79,"ue","ue (unemployment rate)",-.122718,.1418293,1979,3,1979.5
80,"3tb","3tb, 3 month t-bills interest rate",,,1979,4,1979.75
80,"aaa","aaa, interest rate",,,1979,4,1979.75
80,"c","c, consumption",,,1979,4,1979.75
80,"cpi","cpi, cpi inflation",,,1979,4,1979.75
80,"gf","gf, federal government spending",,,1979,4,1979.75
80,"gs","gs, state government spending",,,1979,4,1979.75
80,"gy","gy (growth rate of output)",.619851,-1.823016,1979,4,1979.75
80,"hs","hs (housing starts)",-.109479,-.092286,1979,4,1979.75
80,"ip","ip (industrial production)",.592352,-3.330497,1979,4,1979.75
80,"nri","nri, non-residential investment",,,1979,4,1979.75
80,"pi","pi (inflation)",1.05814,.1775253,1979,4,1979.75
80,"ri","ri, residential investment",,,1979,4,1979.75
80,"ue","ue (unemployment rate)",-.044086,-.0225632,1979,4,1979.75
81,"3tb","3tb, 3 month t-bills interest rate",,,1980,1,1980
81,"aaa","aaa, interest rate",,,1980,1,1980
81,"c","c, consumption",,,1980,1,1980
81,"cpi","cpi, cpi inflation",,,1980,1,1980
81,"gf","gf, federal government spending",,,1980,1,1980
81,"gs","gs, state government spending",,,1980,1,1980
81,"gy","gy (growth rate of output)",1.56296,-.7549559,1980,1,1980
81,"hs","hs (housing starts)",-.073609,-.0514412,1980,1,1980
81,"ip","ip (industrial production)",.104974,-1.324146,1980,1,1980
81,"nri","nri, non-residential investment",,,1980,1,1980
81,"pi","pi (inflation)",.874564,.8642526,1980,1,1980
81,"ri","ri, residential investment",,,1980,1,1980
81,"ue","ue (unemployment rate)",.357215,-.4021207,1980,1,1980
82,"3tb","3tb, 3 month t-bills interest rate",,,1980,2,1980.25
82,"aaa","aaa, interest rate",,,1980,2,1980.25
82,"c","c, consumption",,,1980,2,1980.25
82,"cpi","cpi, cpi inflation",,,1980,2,1980.25
82,"gf","gf, federal government spending",,,1980,2,1980.25
82,"gs","gs, state government spending",,,1980,2,1980.25
82,"gy","gy (growth rate of output)",1.31654,-1.616495,1980,2,1980.25
82,"hs","hs (housing starts)",.123544,-.2502866,1980,2,1980.25
82,"ip","ip (industrial production)",1.2797,-3.345751,1980,2,1980.25
82,"nri","nri, non-residential investment",,,1980,2,1980.25
82,"pi","pi (inflation)",.308003,.1800363,1980,2,1980.25
82,"ri","ri, residential investment",,,1980,2,1980.25
82,"ue","ue (unemployment rate)",-.238333,.6029999,1980,2,1980.25
83,"3tb","3tb, 3 month t-bills interest rate",,,1980,3,1980.5
83,"aaa","aaa, interest rate",,,1980,3,1980.5
83,"c","c, consumption",,,1980,3,1980.5
83,"cpi","cpi, cpi inflation",,,1980,3,1980.5
83,"gf","gf, federal government spending",,,1980,3,1980.5
83,"gs","gs, state government spending",,,1980,3,1980.5
83,"gy","gy (growth rate of output)",1.95796,.1510784,1980,3,1980.5
83,"hs","hs (housing starts)",-.0517,.0809622,1980,3,1980.5
83,"ip","ip (industrial production)",1.11001,.1602176,1980,3,1980.5
83,"nri","nri, non-residential investment",,,1980,3,1980.5
83,"pi","pi (inflation)",.847811,-.3805034,1980,3,1980.5
83,"ri","ri, residential investment",,,1980,3,1980.5
83,"ue","ue (unemployment rate)",-.781739,.4450994,1980,3,1980.5
84,"3tb","3tb, 3 month t-bills interest rate",,,1980,4,1980.75
84,"aaa","aaa, interest rate",,,1980,4,1980.75
84,"c","c, consumption",,,1980,4,1980.75
84,"cpi","cpi, cpi inflation",,,1980,4,1980.75
84,"gf","gf, federal government spending",,,1980,4,1980.75
84,"gs","gs, state government spending",,,1980,4,1980.75
84,"gy","gy (growth rate of output)",-1.13315,.077495,1980,4,1980.75
84,"hs","hs (housing starts)",-.220288,.0087989,1980,4,1980.75
84,"ip","ip (industrial production)",-3.81413,-.3650324,1980,4,1980.75
84,"nri","nri, non-residential investment",,,1980,4,1980.75
84,"pi","pi (inflation)",-.075333,1.060418,1980,4,1980.75
84,"ri","ri, residential investment",,,1980,4,1980.75
84,"ue","ue (unemployment rate)",-.115699,-.5658835,1980,4,1980.75
85,"3tb","3tb, 3 month t-bills interest rate",,,1981,1,1981
85,"aaa","aaa, interest rate",,,1981,1,1981
85,"c","c, consumption",,,1981,1,1981
85,"cpi","cpi, cpi inflation",,,1981,1,1981
85,"gf","gf, federal government spending",,,1981,1,1981
85,"gs","gs, state government spending",,,1981,1,1981
85,"gy","gy (growth rate of output)",-2.88895,-.6980281,1981,1,1981
85,"hs","hs (housing starts)",-.375381,.0064941,1981,1,1981
85,"ip","ip (industrial production)",-6.76302,-2.337142,1981,1,1981
85,"nri","nri, non-residential investment",,,1981,1,1981
85,"pi","pi (inflation)",-1.306,.5242603,1981,1,1981
85,"ri","ri, residential investment",,,1981,1,1981
85,"ue","ue (unemployment rate)",.322424,-.0814517,1981,1,1981
86,"3tb","3tb, 3 month t-bills interest rate",,,1981,2,1981.25
86,"aaa","aaa, interest rate",,,1981,2,1981.25
86,"c","c, consumption",,,1981,2,1981.25
86,"cpi","cpi, cpi inflation",,,1981,2,1981.25
86,"gf","gf, federal government spending",,,1981,2,1981.25
86,"gs","gs, state government spending",,,1981,2,1981.25
86,"gy","gy (growth rate of output)",-4.02471,-.6673283,1981,2,1981.25
86,"hs","hs (housing starts)",-.415789,-.0903473,1981,2,1981.25
86,"ip","ip (industrial production)",-8.07808,-.5949768,1981,2,1981.25
86,"nri","nri, non-residential investment",,,1981,2,1981.25
86,"pi","pi (inflation)",-1.91203,-.126345,1981,2,1981.25
86,"ri","ri, residential investment",,,1981,2,1981.25
86,"ue","ue (unemployment rate)",.978097,-.1909258,1981,2,1981.25
87,"3tb","3tb, 3 month t-bills interest rate",-1.59801,,1981,3,1981.5
87,"aaa","aaa, interest rate",-.139793,,1981,3,1981.5
87,"c","c, consumption",-2.23038,,1981,3,1981.5
87,"cpi","cpi, cpi inflation",-1.2634,,1981,3,1981.5
87,"gf","gf, federal government spending",5.01055,,1981,3,1981.5
87,"gs","gs, state government spending",-1.25839,,1981,3,1981.5
87,"gy","gy (growth rate of output)",-3.96251,-.699649,1981,3,1981.5
87,"hs","hs (housing starts)",-.292734,-.1975483,1981,3,1981.5
87,"ip","ip (industrial production)",-8.51744,-2.753521,1981,3,1981.5
87,"nri","nri, non-residential investment",-5.01656,,1981,3,1981.5
87,"pi","pi (inflation)",-1.46069,-1.063433,1981,3,1981.5
87,"ri","ri, residential investment",-21.7963,,1981,3,1981.5
87,"ue","ue (unemployment rate)",1.36526,.172475,1981,3,1981.5
88,"3tb","3tb, 3 month t-bills interest rate",-.818294,-2.018363,1981,4,1981.75
88,"aaa","aaa, interest rate",-.604909,.1698484,1981,4,1981.75
88,"c","c, consumption",-1.20935,-1.244771,1981,4,1981.75
88,"cpi","cpi, cpi inflation",-3.17884,.2390665,1981,4,1981.75
88,"gf","gf, federal government spending",6.36343,.5187634,1981,4,1981.75
88,"gs","gs, state government spending",.212153,-1.281245,1981,4,1981.75
88,"gy","gy (growth rate of output)",-3.60983,-2.363777,1981,4,1981.75
88,"hs","hs (housing starts)",-.104604,-.22689,1981,4,1981.75
88,"ip","ip (industrial production)",-8.29191,-5.232985,1981,4,1981.75
88,"nri","nri, non-residential investment",-7.84096,-2.89632,1981,4,1981.75
88,"pi","pi (inflation)",-2.47242,-.0224353,1981,4,1981.75
88,"ri","ri, residential investment",-10.061,-5.572366,1981,4,1981.75
88,"ue","ue (unemployment rate)",1.24328,.805097,1981,4,1981.75
89,"3tb","3tb, 3 month t-bills interest rate",-2.24323,.8560295,1982,1,1982
89,"aaa","aaa, interest rate",-1.77779,.9617338,1982,1,1982
89,"c","c, consumption",-.298109,-.2694893,1982,1,1982
89,"cpi","cpi, cpi inflation",-2.64598,-1.605789,1982,1,1982
89,"gf","gf, federal government spending",.581381,-2.561251,1982,1,1982
89,"gs","gs, state government spending",.44169,-1.023073,1982,1,1982
89,"gy","gy (growth rate of output)",-3.02422,-.6693763,1982,1,1982
89,"hs","hs (housing starts)",.003931,-.0684553,1982,1,1982
89,"ip","ip (industrial production)",-7.78705,-1.357261,1982,1,1982
89,"nri","nri, non-residential investment",-6.85374,-3.618038,1982,1,1982
89,"pi","pi (inflation)",-2.13003,-.9149007,1982,1,1982
89,"ri","ri, residential investment",3.27891,-6.128442,1982,1,1982
89,"ue","ue (unemployment rate)",.998579,.7210636,1982,1,1982
90,"3tb","3tb, 3 month t-bills interest rate",-2.67617,-.2239292,1982,2,1982.25
90,"aaa","aaa, interest rate",-1.87886,-.2879276,1982,2,1982.25
90,"c","c, consumption",1.31824,-.5311012,1982,2,1982.25
90,"cpi","cpi, cpi inflation",-1.57789,-1.076917,1982,2,1982.25
90,"gf","gf, federal government spending",.90588,-.3744453,1982,2,1982.25
90,"gs","gs, state government spending",.286585,.1205242,1982,2,1982.25
90,"gy","gy (growth rate of output)",-.073564,-1.689292,1982,2,1982.25
90,"hs","hs (housing starts)",.142254,-.0916924,1982,2,1982.25
90,"ip","ip (industrial production)",-5.4806,-2.902566,1982,2,1982.25
90,"nri","nri, non-residential investment",-2.31359,-5.200296,1982,2,1982.25
90,"pi","pi (inflation)",-1.06143,-1.387803,1982,2,1982.25
90,"ri","ri, residential investment",16.5663,-4.198607,1982,2,1982.25
90,"ue","ue (unemployment rate)",.88381,.4801502,1982,2,1982.25
91,"3tb","3tb, 3 month t-bills interest rate",-1.5497,-1.7401,1982,3,1982.5
91,"aaa","aaa, interest rate",-1.75949,-.2488236,1982,3,1982.5
91,"c","c, consumption",1.06468,-.1473264,1982,3,1982.5
91,"cpi","cpi, cpi inflation",-2.57322,.2100155,1982,3,1982.5
91,"gf","gf, federal government spending",1.04149,.1006773,1982,3,1982.5
91,"gs","gs, state government spending",.787514,-.4642787,1982,3,1982.5
91,"gy","gy (growth rate of output)",.649229,-.6082305,1982,3,1982.5
91,"hs","hs (housing starts)",.220144,-.0191217,1982,3,1982.5
91,"ip","ip (industrial production)",-2.44481,-1.575558,1982,3,1982.5
91,"nri","nri, non-residential investment",3.39935,-3.303521,1982,3,1982.5
91,"pi","pi (inflation)",-1.86779,.2904053,1982,3,1982.5
91,"ri","ri, residential investment",21.1612,-4.631925,1982,3,1982.5
91,"ue","ue (unemployment rate)",.652381,.3458331,1982,3,1982.5
92,"3tb","3tb, 3 month t-bills interest rate",.332857,-2.000579,1982,4,1982.75
92,"aaa","aaa, interest rate",-.088583,-1.7408,1982,4,1982.75
92,"c","c, consumption",2.30379,-.2048521,1982,4,1982.75
92,"cpi","cpi, cpi inflation",-2.3937,-.6009045,1982,4,1982.75
92,"gf","gf, federal government spending",-6.16655,.2403134,1982,4,1982.75
92,"gs","gs, state government spending",.414087,-.3352865,1982,4,1982.75
92,"gy","gy (growth rate of output)",1.7204,-.2664676,1982,4,1982.75
92,"hs","hs (housing starts)",.225392,.0244538,1982,4,1982.75
92,"ip","ip (industrial production)",1.56229,-2.47784,1982,4,1982.75
92,"nri","nri, non-residential investment",9.52007,-1.075393,1982,4,1982.75
92,"pi","pi (inflation)",-1.20549,-.5533438,1982,4,1982.75
92,"ri","ri, residential investment",21.6682,4.404089,1982,4,1982.75
92,"ue","ue (unemployment rate)",-.27614,.8487473,1982,4,1982.75
93,"3tb","3tb, 3 month t-bills interest rate",.853364,-.3227143,1983,1,1983
93,"aaa","aaa, interest rate",.511625,-.4090624,1983,1,1983
93,"c","c, consumption",2.30621,.0292166,1983,1,1983
93,"cpi","cpi, cpi inflation",-.144834,-1.76788,1983,1,1983
93,"gf","gf, federal government spending",-11.3854,-.0668899,1983,1,1983
93,"gs","gs, state government spending",.759579,.391993,1983,1,1983
93,"gy","gy (growth rate of output)",3.05382,.4836813,1983,1,1983
93,"hs","hs (housing starts)",.172955,.0995813,1983,1,1983
93,"ip","ip (industrial production)",2.33227,1.663206,1983,1,1983
93,"nri","nri, non-residential investment",13.4305,-2.405848,1983,1,1983
93,"pi","pi (inflation)",-.507946,-.6451083,1983,1,1983
93,"ri","ri, residential investment",14.3168,4.33566,1983,1,1983
93,"ue","ue (unemployment rate)",-.952596,.2833569,1983,1,1983
94,"3tb","3tb, 3 month t-bills interest rate",1.08059,.0924703,1983,2,1983.25
94,"aaa","aaa, interest rate",1.1221,-.2557602,1983,2,1983.25
94,"c","c, consumption",2.63534,.5121681,1983,2,1983.25
94,"cpi","cpi, cpi inflation",.136392,.0432936,1983,2,1983.25
94,"gf","gf, federal government spending",-1.2757,-.673921,1983,2,1983.25
94,"gs","gs, state government spending",1.07365,.4920442,1983,2,1983.25
94,"gy","gy (growth rate of output)",3.12542,.8204449,1983,2,1983.25
94,"hs","hs (housing starts)",.074122,.0908481,1983,2,1983.25
94,"ip","ip (industrial production)",1.7907,.9442494,1983,2,1983.25
94,"nri","nri, non-residential investment",15.0595,-.569088,1983,2,1983.25
94,"pi","pi (inflation)",-.942222,-.2034758,1983,2,1983.25
94,"ri","ri, residential investment",7.86714,-.3725951,1983,2,1983.25
94,"ue","ue (unemployment rate)",-1.06848,-.270134,1983,2,1983.25
95,"3tb","3tb, 3 month t-bills interest rate",.506645,.9963728,1983,3,1983.5
95,"aaa","aaa, interest rate",.662615,.849586,1983,3,1983.5
95,"c","c, consumption",.521267,.4491338,1983,3,1983.5
95,"cpi","cpi, cpi inflation",-.094291,-.1867921,1983,3,1983.5
95,"gf","gf, federal government spending",-1.1258,.9395738,1983,3,1983.5
95,"gs","gs, state government spending",1.21069,.5122591,1983,3,1983.5
95,"gy","gy (growth rate of output)",1.77961,-.0540128,1983,3,1983.5
95,"hs","hs (housing starts)",.078702,-.0293159,1983,3,1983.5
95,"ip","ip (industrial production)",.870521,.8549408,1983,3,1983.5
95,"nri","nri, non-residential investment",14.5588,-.2686933,1983,3,1983.5
95,"pi","pi (inflation)",-.973825,-.0750808,1983,3,1983.5
95,"ri","ri, residential investment",1.26186,-5.554001,1983,3,1983.5
95,"ue","ue (unemployment rate)",-.961458,-.4450891,1983,3,1983.5
96,"3tb","3tb, 3 month t-bills interest rate",.640375,-.2023437,1983,4,1983.75
96,"aaa","aaa, interest rate",.519259,.1839781,1983,4,1983.75
96,"c","c, consumption",.877068,-.1177575,1983,4,1983.75
96,"cpi","cpi, cpi inflation",-.827072,.512486,1983,4,1983.75
96,"gf","gf, federal government spending",4.11906,-.6146127,1983,4,1983.75
96,"gs","gs, state government spending",.150093,.3992051,1983,4,1983.75
96,"gy","gy (growth rate of output)",1.34861,.5090246,1983,4,1983.75
96,"hs","hs (housing starts)",.024573,.0277295,1983,4,1983.75
96,"ip","ip (industrial production)",.007389,-.046066,1983,4,1983.75
96,"nri","nri, non-residential investment",9.67633,2.996826,1983,4,1983.75
96,"pi","pi (inflation)",-1.33074,.1663457,1983,4,1983.75
96,"ri","ri, residential investment",-.600501,-2.177078,1983,4,1983.75
96,"ue","ue (unemployment rate)",-.832778,-.3416665,1983,4,1983.75
97,"3tb","3tb, 3 month t-bills interest rate",.300335,.1683648,1984,1,1984
97,"aaa","aaa, interest rate",.046468,.4437037,1984,1,1984
97,"c","c, consumption",.707796,.3737609,1984,1,1984
97,"cpi","cpi, cpi inflation",-.228656,-.7418818,1984,1,1984
97,"gf","gf, federal government spending",3.46298,.5881573,1984,1,1984
97,"gs","gs, state government spending",.333677,.0748973,1984,1,1984
97,"gy","gy (growth rate of output)",1.17531,.2317933,1984,1,1984
97,"hs","hs (housing starts)",.025967,.0034124,1984,1,1984
97,"ip","ip (industrial production)",-.705961,.3046995,1984,1,1984
97,"nri","nri, non-residential investment",5.1289,.5023676,1984,1,1984
97,"pi","pi (inflation)",-1.33497,-.3949051,1984,1,1984
97,"ri","ri, residential investment",-.606605,-.0159041,1984,1,1984
97,"ue","ue (unemployment rate)",-.295454,-.6502465,1984,1,1984
98,"3tb","3tb, 3 month t-bills interest rate",-1.12559,.9910403,1984,2,1984.25
98,"aaa","aaa, interest rate",-1.17261,1.056899,1984,2,1984.25
98,"c","c, consumption",.686016,.1737888,1984,2,1984.25
98,"cpi","cpi, cpi inflation",-1.26269,.4099405,1984,2,1984.25
98,"gf","gf, federal government spending",1.47825,3.95433,1984,2,1984.25
98,"gs","gs, state government spending",.687928,.5647613,1984,2,1984.25
98,"gy","gy (growth rate of output)",.084417,-.2104926,1984,2,1984.25
98,"hs","hs (housing starts)",-.006378,.0202551,1984,2,1984.25
98,"ip","ip (industrial production)",-2.2415,.5118294,1984,2,1984.25
98,"nri","nri, non-residential investment",4.10009,.7220144,1984,2,1984.25
98,"pi","pi (inflation)",-1.782,.0158794,1984,2,1984.25
98,"ri","ri, residential investment",-1.00383,-.9659041,1984,2,1984.25
98,"ue","ue (unemployment rate)",-.114286,-.1765604,1984,2,1984.25
99,"3tb","3tb, 3 month t-bills interest rate",-2.13777,.3291641,1984,3,1984.5
99,"aaa","aaa, interest rate",-1.98623,.3055571,1984,3,1984.5
99,"c","c, consumption",-.004567,.6396455,1984,3,1984.5
99,"cpi","cpi, cpi inflation",-1.43519,-.403065,1984,3,1984.5
99,"gf","gf, federal government spending",3.02074,-1.150469,1984,3,1984.5
99,"gs","gs, state government spending",.450898,.9312401,1984,3,1984.5
99,"gy","gy (growth rate of output)",-.403709,.4753304,1984,3,1984.5
99,"hs","hs (housing starts)",.011728,-.0185643,1984,3,1984.5
99,"ip","ip (industrial production)",-3.33051,1.074649,1984,3,1984.5
99,"nri","nri, non-residential investment",-1.66393,3.637062,1984,3,1984.5
99,"pi","pi (inflation)",-1.47318,-.7013698,1984,3,1984.5
99,"ri","ri, residential investment",6.83127,-5.271122,1984,3,1984.5
99,"ue","ue (unemployment rate)",.322564,-.4079945,1984,3,1984.5
100,"3tb","3tb, 3 month t-bills interest rate",-1.7738,-1.161397,1984,4,1984.75
100,"aaa","aaa, interest rate",-1.1999,-1.364872,1984,4,1984.75
100,"c","c, consumption",.172079,.4969028,1984,4,1984.75
100,"cpi","cpi, cpi inflation",-.93258,-.7761442,1984,4,1984.75
100,"gf","gf, federal government spending",6.45319,.3621469,1984,4,1984.75
100,"gs","gs, state government spending",.094926,-.3642157,1984,4,1984.75
100,"gy","gy (growth rate of output)",.050494,-.0014192,1984,4,1984.75
100,"hs","hs (housing starts)",.031859,.007902,1984,4,1984.75
100,"ip","ip (industrial production)",-2.31034,-.6902711,1984,4,1984.75
100,"nri","nri, non-residential investment",-.333244,-.3554797,1984,4,1984.75
100,"pi","pi (inflation)",-1.35408,-.420063,1984,4,1984.75
100,"ri","ri, residential investment",6.57522,2.997342,1984,4,1984.75
100,"ue","ue (unemployment rate)",-.070538,.3921837,1984,4,1984.75
101,"3tb","3tb, 3 month t-bills interest rate",-1.22006,-1.070643,1985,1,1985
101,"aaa","aaa, interest rate",-1.34571,-.4367262,1985,1,1985
101,"c","c, consumption",-.282512,.8615025,1985,1,1985
101,"cpi","cpi, cpi inflation",-.671595,-.7776666,1985,1,1985
101,"gf","gf, federal government spending",-2.40804,.222529,1985,1,1985
101,"gs","gs, state government spending",-.013415,1.059855,1985,1,1985
101,"gy","gy (growth rate of output)",-.742335,.8068374,1985,1,1985
101,"hs","hs (housing starts)",.031863,.0382685,1985,1,1985
101,"ip","ip (industrial production)",-2.77352,.7644793,1985,1,1985
101,"nri","nri, non-residential investment",-4.02759,-.3574499,1985,1,1985
101,"pi","pi (inflation)",-.869072,-.6431139,1985,1,1985
101,"ri","ri, residential investment",4.20662,5.199236,1985,1,1985
101,"ue","ue (unemployment rate)",.157143,-.2263442,1985,1,1985
102,"3tb","3tb, 3 month t-bills interest rate",-1.17147,-.6578768,1985,2,1985.25
102,"aaa","aaa, interest rate",-1.82874,-.2119368,1985,2,1985.25
102,"c","c, consumption",.782239,-.4142582,1985,2,1985.25
102,"cpi","cpi, cpi inflation",-2.23405,.1963296,1985,2,1985.25
102,"gf","gf, federal government spending",2.44908,-2.640352,1985,2,1985.25
102,"gs","gs, state government spending",1.77691,.3472034,1985,2,1985.25
102,"gy","gy (growth rate of output)",-.987583,-.1675223,1985,2,1985.25
102,"hs","hs (housing starts)",.004889,.0412519,1985,2,1985.25
102,"ip","ip (industrial production)",-2.6099,-.2090385,1985,2,1985.25
102,"nri","nri, non-residential investment",-3.2936,-.2705493,1985,2,1985.25
102,"pi","pi (inflation)",-1.29533,-.0176953,1985,2,1985.25
102,"ri","ri, residential investment",4.96602,2.665197,1985,2,1985.25
102,"ue","ue (unemployment rate)",-.009171,.2178624,1985,2,1985.25
103,"3tb","3tb, 3 month t-bills interest rate",-1.05499,-.6406057,1985,3,1985.5
103,"aaa","aaa, interest rate",-1.69695,-.712887,1985,3,1985.5
103,"c","c, consumption",2.19783,-.3087537,1985,3,1985.5
103,"cpi","cpi, cpi inflation",-2.36131,-.2951854,1985,3,1985.5
103,"gf","gf, federal government spending",1.5556,-.4512288,1985,3,1985.5
103,"gs","gs, state government spending",2.09156,-.6038402,1985,3,1985.5
103,"gy","gy (growth rate of output)",-.412027,-.3547705,1985,3,1985.5
103,"hs","hs (housing starts)",.025372,-.0076553,1985,3,1985.5
103,"ip","ip (industrial production)",-2.33483,.2391356,1985,3,1985.5
103,"nri","nri, non-residential investment",-4.79449,-.8196786,1985,3,1985.5
103,"pi","pi (inflation)",-1.1884,-.287137,1985,3,1985.5
103,"ri","ri, residential investment",7.46335,1.006117,1985,3,1985.5
103,"ue","ue (unemployment rate)",-.167484,.1099027,1985,3,1985.5
104,"3tb","3tb, 3 month t-bills interest rate",-.94712,-.5598053,1985,4,1985.75
104,"aaa","aaa, interest rate",-1.55536,-.6301003,1985,4,1985.75
104,"c","c, consumption",1.83013,-.6160263,1985,4,1985.75
104,"cpi","cpi, cpi inflation",-1.80597,-.7631412,1985,4,1985.75
