timeseq,forvar,forvarN,ind_fe,ind_fr,yyyy,qq,tm
201,"nri","nri, non-residential investment",4.8388,1.24594,2010,1,2010
201,"pi","pi (inflation)",.255793,-.0205443,2010,1,2010
201,"ri","ri, residential investment",-14.2757,-1.302753,2010,1,2010
201,"ue","ue (unemployment rate)",-.217083,-.2381642,2010,1,2010
202,"3tb","3tb, 3 month t-bills interest rate",-.508179,-.1686423,2010,2,2010.25
202,"aaa","aaa, interest rate",-.556837,-.0648363,2010,2,2010.25
202,"c","c, consumption",-.472263,.3575582,2010,2,2010.25
202,"cpi","cpi, cpi inflation",.916735,-.0369109,2010,2,2010.25
202,"gf","gf, federal government spending",-2.24166,.2154691,2010,2,2010.25
202,"gs","gs, state government spending",-1.94246,-.6396834,2010,2,2010.25
202,"gy","gy (growth rate of output)",-1.42572,.2201973,2010,2,2010.25
202,"hs","hs (housing starts)",-.279523,-.0578981,2010,2,2010.25
202,"ip","ip (industrial production)",-.885654,.3787676,2010,2,2010.25
202,"nri","nri, non-residential investment",3.2913,1.007342,2010,2,2010.25
202,"pi","pi (inflation)",.596595,-.0347874,2010,2,2010.25
202,"ri","ri, residential investment",-11.3536,-1.885467,2010,2,2010.25
202,"ue","ue (unemployment rate)",-.034894,-.1781919,2010,2,2010.25
203,"3tb","3tb, 3 month t-bills interest rate",-.319059,-.4226864,2010,3,2010.5
203,"aaa","aaa, interest rate",-.197428,-.6114646,2010,3,2010.5
203,"c","c, consumption",-.302634,-.297124,2010,3,2010.5
203,"cpi","cpi, cpi inflation",1.59166,-.3663883,2010,3,2010.5
203,"gf","gf, federal government spending",-4.20692,.3234437,2010,3,2010.5
203,"gs","gs, state government spending",-2.70348,.0015379,2010,3,2010.5
203,"gy","gy (growth rate of output)",-1.19387,-.3082572,2010,3,2010.5
203,"hs","hs (housing starts)",-.210122,-.1421636,2010,3,2010.5
203,"ip","ip (industrial production)",-1.10332,-.3432115,2010,3,2010.5
203,"nri","nri, non-residential investment",1.81666,1.383615,2010,3,2010.5
203,"pi","pi (inflation)",.878266,-.1510328,2010,3,2010.5
203,"ri","ri, residential investment",-13.2448,-4.238829,2010,3,2010.5
203,"ue","ue (unemployment rate)",-.126557,.1393037,2010,3,2010.5
204,"3tb","3tb, 3 month t-bills interest rate",-.264723,-.2088698,2010,4,2010.75
204,"aaa","aaa, interest rate",-.013236,-.4706723,2010,4,2010.75
204,"c","c, consumption",-.432652,-.0767533,2010,4,2010.75
204,"cpi","cpi, cpi inflation",1.52273,.0116057,2010,4,2010.75
204,"gf","gf, federal government spending",-5.43079,-.0445754,2010,4,2010.75
204,"gs","gs, state government spending",-2.45897,-.4595992,2010,4,2010.75
204,"gy","gy (growth rate of output)",-.844134,-.2430418,2010,4,2010.75
204,"hs","hs (housing starts)",-.164082,-.0849756,2010,4,2010.75
204,"ip","ip (industrial production)",-1.00291,-.6478534,2010,4,2010.75
204,"nri","nri, non-residential investment",1.97324,-.4290167,2010,4,2010.75
204,"pi","pi (inflation)",.614171,.0374761,2010,4,2010.75
204,"ri","ri, residential investment",-4.61692,-3.63719,2010,4,2010.75
204,"ue","ue (unemployment rate)",-.308007,.1561029,2010,4,2010.75
205,"3tb","3tb, 3 month t-bills interest rate",-.25335,-.1295422,2011,1,2011
205,"aaa","aaa, interest rate",-.746706,.4455134,2011,1,2011
205,"c","c, consumption",-1.13038,.5422133,2011,1,2011
205,"cpi","cpi, cpi inflation",1.21287,.109202,2011,1,2011
205,"gf","gf, federal government spending",-4.69843,-.8606339,2011,1,2011
205,"gs","gs, state government spending",-2.24864,-.2903659,2011,1,2011
205,"gy","gy (growth rate of output)",-1.55489,.5913147,2011,1,2011
205,"hs","hs (housing starts)",-.08207,-.0950668,2011,1,2011
205,"ip","ip (industrial production)",-.622135,.2900314,2011,1,2011
205,"nri","nri, non-residential investment",.13498,1.978841,2011,1,2011
205,"pi","pi (inflation)",.62728,-.102925,2011,1,2011
205,"ri","ri, residential investment",-3.36109,-.5820659,2011,1,2011
205,"ue","ue (unemployment rate)",-.216429,-.2095816,2011,1,2011
206,"3tb","3tb, 3 month t-bills interest rate",-.372338,-.0420112,2011,2,2011.25
206,"aaa","aaa, interest rate",-1.15997,.0475927,2011,2,2011.25
206,"c","c, consumption",-1.09214,-.1237686,2011,2,2011.25
206,"cpi","cpi, cpi inflation",.14727,.7277565,2011,2,2011.25
206,"gf","gf, federal government spending",-2.73502,-.165007,2011,2,2011.25
206,"gs","gs, state government spending",-1.71918,-.2168684,2011,2,2011.25
206,"gy","gy (growth rate of output)",-1.20648,-.1120943,2011,2,2011.25
206,"hs","hs (housing starts)",-.001038,-.1042114,2011,2,2011.25
206,"ip","ip (industrial production)",-.467481,.2670316,2011,2,2011.25
206,"nri","nri, non-residential investment",.58116,.159069,2011,2,2011.25
206,"pi","pi (inflation)",.056522,.4098684,2011,2,2011.25
206,"ri","ri, residential investment",.233452,-3.7298,2011,2,2011.25
206,"ue","ue (unemployment rate)",.135158,-.369658,2011,2,2011.25
207,"3tb","3tb, 3 month t-bills interest rate",-.210797,-.2968874,2011,3,2011.5
207,"aaa","aaa, interest rate",-1.07325,-.5192,2011,3,2011.5
207,"c","c, consumption",-.353795,-.6139423,2011,3,2011.5
207,"cpi","cpi, cpi inflation",-.125059,-.1461572,2011,3,2011.5
207,"gf","gf, federal government spending",-.014432,-1.07794,2011,3,2011.5
207,"gs","gs, state government spending",-.799599,-.5313433,2011,3,2011.5
207,"gy","gy (growth rate of output)",-.220428,-.7581776,2011,3,2011.5
207,"hs","hs (housing starts)",.084125,-.0801792,2011,3,2011.5
207,"ip","ip (industrial production)",.614312,-1.069616,2011,3,2011.5
207,"nri","nri, non-residential investment",.518908,-1.567566,2011,3,2011.5
207,"pi","pi (inflation)",.098269,.0011483,2011,3,2011.5
207,"ri","ri, residential investment",5.05721,-4.903996,2011,3,2011.5
207,"ue","ue (unemployment rate)",-.421391,.4874842,2011,3,2011.5
208,"3tb","3tb, 3 month t-bills interest rate",-.086559,-.1766971,2011,4,2011.75
208,"aaa","aaa, interest rate",-.61472,-.74309,2011,4,2011.75
208,"c","c, consumption",-.459006,.0520999,2011,4,2011.75
208,"cpi","cpi, cpi inflation",-.219448,-.0332802,2011,4,2011.75
208,"gf","gf, federal government spending",-1.95725,-.1480348,2011,4,2011.75
208,"gs","gs, state government spending",-.158045,-.5756234,2011,4,2011.75
208,"gy","gy (growth rate of output)",-.452495,-.0312844,2011,4,2011.75
208,"hs","hs (housing starts)",.124487,-.0120071,2011,4,2011.75
208,"ip","ip (industrial production)",.460975,-.5363637,2011,4,2011.75
208,"nri","nri, non-residential investment",-.453166,-.6641788,2011,4,2011.75
208,"pi","pi (inflation)",-.364589,.0575517,2011,4,2011.75
208,"ri","ri, residential investment",8.07745,-1.368601,2011,4,2011.75
208,"ue","ue (unemployment rate)",-.664069,.1067827,2011,4,2011.75
209,"3tb","3tb, 3 month t-bills interest rate",.005155,-.1048614,2012,1,2012
209,"aaa","aaa, interest rate",-.403305,-.3245752,2012,1,2012
209,"c","c, consumption",-.518901,.084409,2012,1,2012
209,"cpi","cpi, cpi inflation",-.348239,-.0119222,2012,1,2012
209,"gf","gf, federal government spending",-2.92903,.2774782,2012,1,2012
209,"gs","gs, state government spending",-.544474,-.0779991,2012,1,2012
209,"gy","gy (growth rate of output)",-1.07312,.0067988,2012,1,2012
209,"hs","hs (housing starts)",.107577,.0414055,2012,1,2012
209,"ip","ip (industrial production)",-.26235,.6436301,2012,1,2012
209,"nri","nri, non-residential investment",-3.64259,.4791442,2012,1,2012
209,"pi","pi (inflation)",-.170397,-.0322481,2012,1,2012
209,"ri","ri, residential investment",5.91265,.498686,2012,1,2012
209,"ue","ue (unemployment rate)",-.215886,-.5429072,2012,1,2012
210,"3tb","3tb, 3 month t-bills interest rate",-.03101,.0106641,2012,2,2012.25
210,"aaa","aaa, interest rate",-.38716,-.111289,2012,2,2012.25
210,"c","c, consumption",-.565816,-.1142488,2012,2,2012.25
210,"cpi","cpi, cpi inflation",-.684157,-.0111434,2012,2,2012.25
210,"gf","gf, federal government spending",-3.3139,1.153613,2012,2,2012.25
210,"gs","gs, state government spending",-.368506,.0912374,2012,2,2012.25
210,"gy","gy (growth rate of output)",-.987031,-.0816293,2012,2,2012.25
210,"hs","hs (housing starts)",.109707,-.0063421,2012,2,2012.25
210,"ip","ip (industrial production)",-.509343,-.4098572,2012,2,2012.25
210,"nri","nri, non-residential investment",-4.52791,.597063,2012,2,2012.25
210,"pi","pi (inflation)",-.455918,.0114604,2012,2,2012.25
210,"ri","ri, residential investment",4.86926,-1.025807,2012,2,2012.25
210,"ue","ue (unemployment rate)",-.06575,-.1920866,2012,2,2012.25
211,"3tb","3tb, 3 month t-bills interest rate",-.081255,.0137735,2012,3,2012.5
211,"aaa","aaa, interest rate",.093912,-.4666965,2012,3,2012.5
211,"c","c, consumption",-.222417,-.3500161,2012,3,2012.5
211,"cpi","cpi, cpi inflation",-.416837,-.1737912,2012,3,2012.5
211,"gf","gf, federal government spending",-2.7163,-.3132413,2012,3,2012.5
211,"gs","gs, state government spending",.456149,-.6152931,2012,3,2012.5
211,"gy","gy (growth rate of output)",.162565,-.7171524,2012,3,2012.5
211,"hs","hs (housing starts)",.069975,.0365835,2012,3,2012.5
211,"ip","ip (industrial production)",-.434285,-.4483017,2012,3,2012.5
211,"nri","nri, non-residential investment",-2.96366,-1.216982,2012,3,2012.5
211,"pi","pi (inflation)",-.477839,.0022179,2012,3,2012.5
211,"ri","ri, residential investment",3.68574,.4422576,2012,3,2012.5
211,"ue","ue (unemployment rate)",-.352101,.1979209,2012,3,2012.5
212,"3tb","3tb, 3 month t-bills interest rate",-.066092,-.0472479,2012,4,2012.75
212,"aaa","aaa, interest rate",.305653,-.1106942,2012,4,2012.75
212,"c","c, consumption",.03653,-.0895878,2012,4,2012.75
212,"cpi","cpi, cpi inflation",-.719738,.0728518,2012,4,2012.75
212,"gf","gf, federal government spending",-6.22189,-.67888,2012,4,2012.75
212,"gs","gs, state government spending",.120176,-.1159054,2012,4,2012.75
212,"gy","gy (growth rate of output)",-.131488,.0524872,2012,4,2012.75
212,"hs","hs (housing starts)",.039396,.0472556,2012,4,2012.75
212,"ip","ip (industrial production)",.258319,-.1579669,2012,4,2012.75
212,"nri","nri, non-residential investment",-1.30423,-.8707779,2012,4,2012.75
212,"pi","pi (inflation)",-.574778,-.0795434,2012,4,2012.75
212,"ri","ri, residential investment",-3.23583,2.003425,2012,4,2012.75
212,"ue","ue (unemployment rate)",-.338145,-.1402799,2012,4,2012.75
213,"3tb","3tb, 3 month t-bills interest rate",-.066879,-.0237094,2013,1,2013
213,"aaa","aaa, interest rate",.349322,.0179245,2013,1,2013
213,"c","c, consumption",.272744,-.1060371,2013,1,2013
213,"cpi","cpi, cpi inflation",-.657072,-.1413406,2013,1,2013
213,"gf","gf, federal government spending",-4.01111,.6958727,2013,1,2013
213,"gs","gs, state government spending",-.246393,.0436697,2013,1,2013
213,"gy","gy (growth rate of output)",-.441304,.100843,2013,1,2013
213,"hs","hs (housing starts)",-.068232,.073078,2013,1,2013
213,"ip","ip (industrial production)",.184969,.1832625,2013,1,2013
213,"nri","nri, non-residential investment",-3.84821,-.3933743,2013,1,2013
213,"pi","pi (inflation)",-.509666,-.0951804,2013,1,2013
213,"ri","ri, residential investment",-8.76548,.7264844,2013,1,2013
213,"ue","ue (unemployment rate)",-.400494,-.0899071,2013,1,2013
214,"3tb","3tb, 3 month t-bills interest rate",-.074461,-.0195397,2013,2,2013.25
214,"aaa","aaa, interest rate",.347149,-.0378254,2013,2,2013.25
214,"c","c, consumption",.169404,.0432807,2013,2,2013.25
214,"cpi","cpi, cpi inflation",-.177407,-.2483995,2013,2,2013.25
214,"gf","gf, federal government spending",-1.57328,-.879253,2013,2,2013.25
214,"gs","gs, state government spending",.222023,-.3697217,2013,2,2013.25
214,"gy","gy (growth rate of output)",-.12382,-.1479774,2013,2,2013.25
214,"hs","hs (housing starts)",-.122411,.0353353,2013,2,2013.25
214,"ip","ip (industrial production)",.400962,-.0400928,2013,2,2013.25
214,"nri","nri, non-residential investment",-2.6959,.0098895,2013,2,2013.25
214,"pi","pi (inflation)",-.386287,-.1612771,2013,2,2013.25
214,"ri","ri, residential investment",-11.04,.8245602,2013,2,2013.25
214,"ue","ue (unemployment rate)",-.471453,-.1122819,2013,2,2013.25
215,"3tb","3tb, 3 month t-bills interest rate",-.045357,-.0367092,2013,3,2013.5
215,"aaa","aaa, interest rate",.015676,.3697,2013,3,2013.5
215,"c","c, consumption",.390935,-.0997266,2013,3,2013.5
215,"cpi","cpi, cpi inflation",.183589,-.2051683,2013,3,2013.5
215,"gf","gf, federal government spending",-2.53181,-.4698907,2013,3,2013.5
215,"gs","gs, state government spending",-.02472,-.0367591,2013,3,2013.5
215,"gy","gy (growth rate of output)",-.222873,-.1679854,2013,3,2013.5
215,"hs","hs (housing starts)",-.046347,-.0737103,2013,3,2013.5
215,"ip","ip (industrial production)",1.26366,-.4913857,2013,3,2013.5
215,"nri","nri, non-residential investment",-2.56105,-.8052821,2013,3,2013.5
215,"pi","pi (inflation)",-.124438,-.1046796,2013,3,2013.5
215,"ri","ri, residential investment",-12.5549,-2.076869,2013,3,2013.5
215,"ue","ue (unemployment rate)",-.510739,-.0567573,2013,3,2013.5
216,"3tb","3tb, 3 month t-bills interest rate",-.033247,-.0184435,2013,4,2013.75
216,"aaa","aaa, interest rate",-.227376,.1817463,2013,4,2013.75
216,"c","c, consumption",.766519,-.0424711,2013,4,2013.75
216,"cpi","cpi, cpi inflation",.27595,-.0170837,2013,4,2013.75
216,"gf","gf, federal government spending",-4.30623,-.1318609,2013,4,2013.75
216,"gs","gs, state government spending",-.88566,.0051905,2013,4,2013.75
216,"gy","gy (growth rate of output)",-.815078,-.2285243,2013,4,2013.75
216,"hs","hs (housing starts)",.002255,-.0340324,2013,4,2013.75
216,"ip","ip (industrial production)",1.53021,.2488192,2013,4,2013.75
216,"nri","nri, non-residential investment",-3.13729,-.6201669,2013,4,2013.75
216,"pi","pi (inflation)",-.411105,.0394836,2013,4,2013.75
216,"ri","ri, residential investment",-19.063,1.691144,2013,4,2013.75
216,"ue","ue (unemployment rate)",-.493613,-.1265528,2013,4,2013.75
217,"3tb","3tb, 3 month t-bills interest rate",-.037083,-.0075292,2014,1,2014
217,"aaa","aaa, interest rate",-.334606,-.0327429,2014,1,2014
217,"c","c, consumption",.401749,.089629,2014,1,2014
217,"cpi","cpi, cpi inflation",.748001,-.1206695,2014,1,2014
217,"gf","gf, federal government spending",-1.792,.9037054,2014,1,2014
217,"gs","gs, state government spending",-1.66439,.1700118,2014,1,2014
217,"gy","gy (growth rate of output)",-1.9195,-.0868493,2014,1,2014
217,"hs","hs (housing starts)",-.059718,.0208485,2014,1,2014
217,"ip","ip (industrial production)",1.35147,.1319574,2014,1,2014
217,"nri","nri, non-residential investment",-6.79192,.5291983,2014,1,2014
217,"pi","pi (inflation)",-.536736,-.0275918,2014,1,2014
217,"ri","ri, residential investment",-17.7308,-.2360481,2014,1,2014
217,"ue","ue (unemployment rate)",-.189009,-.4132043,2014,1,2014
218,"3tb","3tb, 3 month t-bills interest rate",-.02874,-.031252,2014,2,2014.25
218,"aaa","aaa, interest rate",-.178734,-.2660232,2014,2,2014.25
218,"c","c, consumption",,.0458235,2014,2,2014.25
218,"cpi","cpi, cpi inflation",1.05549,.0085312,2014,2,2014.25
218,"gf","gf, federal government spending",,.5832822,2014,2,2014.25
218,"gs","gs, state government spending",,.0703829,2014,2,2014.25
218,"gy","gy (growth rate of output)",,.1320884,2014,2,2014.25
218,"hs","hs (housing starts)",.049587,-.0537139,2014,2,2014.25
218,"ip","ip (industrial production)",1.09425,.4690699,2014,2,2014.25
218,"nri","nri, non-residential investment",,.1626222,2014,2,2014.25
218,"pi","pi (inflation)",,-.0242402,2014,2,2014.25
218,"ri","ri, residential investment",,-1.697374,2014,2,2014.25
218,"ue","ue (unemployment rate)",-.147367,-.1693928,2014,2,2014.25
219,"3tb","3tb, 3 month t-bills interest rate",,-.027042,2014,3,2014.5
219,"aaa","aaa, interest rate",,-.1635122,2014,3,2014.5
219,"c","c, consumption",,-.0204177,2014,3,2014.5
219,"cpi","cpi, cpi inflation",,.211099,2014,3,2014.5
219,"gf","gf, federal government spending",,.4539708,2014,3,2014.5
219,"gs","gs, state government spending",,-.3482159,2014,3,2014.5
219,"gy","gy (growth rate of output)",,,2014,3,2014.5
219,"hs","hs (housing starts)",,,2014,3,2014.5
219,"ip","ip (industrial production)",,,2014,3,2014.5
219,"nri","nri, non-residential investment",,.236839,2014,3,2014.5
219,"pi","pi (inflation)",,,2014,3,2014.5
219,"ri","ri, residential investment",,-1.101262,2014,3,2014.5
219,"ue","ue (unemployment rate)",,,2014,3,2014.5
